File;Language;Corpus;Code;Age(Month);Sex;Group;Race;SES;Role;Education;Custom_field;Design;Activity;Group;Total_Utts;MLU_Utts;MLU_Words;MLU_Morphemes;MLU50_Utts;MLU50_Words;MLU50_Morphemes;FREQ_types;FREQ_tokens;FREQ_TTR;NDW_100;VOCD_D_optimum_average;Verbs_Utt;TD_Words;TD_Utts;TD_Time_(secs);TD_Words_Time;TD_Utts_Time;Word_Errors;Utt_Errors;retracing;repetition;DSS_Utts;DSS;IPSyn_Utts;IPSyn_Total;mor_Words;*-PRESP;in;on;*-PL;irr-PAST;*-POSS;u-cop;det:art;*-PAST;*-3S;irr-3S;u-aux;c-cop;c-aux;Total_non_zero_mors
Violet/Violet_020312.cha;eng;Providence;CHI;27;female;.;.;.;Target_Child;.;.;long;toyplay;TD;229;176;2.625;3.108;50;2.36;2.66;140;728;0.192;49;35.55;0.563;672;279;978;0.687;0.285;0;0;0;2;50;7.04;50;44;728;22;18;7;25;5;0;12;49;0;6;10;6;21;14;12
Violet/Violet_020319.cha;eng;Providence;CHI;28;female;.;.;.;Target_Child;.;.;long;toyplay;TD;275;193;2;2.264;50;1.84;2.06;158;733;0.216;50;28.1;0.451;672;343;1258;0.534;0.273;0;0;0;6;43;NA;50;37;733;24;5;4;9;9;0;11;78;3;2;2;3;32;14;13
Violet/Violet_020501.cha;eng;Providence;CHI;29;female;.;.;.;Target_Child;.;.;long;toyplay;TD;471;383;2.817;3.159;50;3.02;3.2;241;1437;0.168;54;39.05;0.561;1358;564;1608;0.845;0.351;0;0;0;6;50;7.86;50;43;1437;14;27;21;31;8;0;42;108;1;16;11;12;30;5;13
Violet/Violet_020515.cha;eng;Providence;CHI;30;female;.;.;.;Target_Child;.;.;long;toyplay;TD;455;393;2.501;2.705;50;2.52;2.74;268;1145;0.234;46;66.71;0.354;1118;520;1508;0.742;0.345;0;0;0;0;50;6.52;50;37;1145;12;9;12;24;9;1;21;80;5;8;5;8;15;3;14
Violet/Violet_020527.cha;eng;Providence;CHI;30;female;.;.;.;Target_Child;.;.;long;toyplay;TD;377;305;3.233;3.567;50;2.86;3.18;272;1267;0.215;54;57.7;0.501;1227;441;1864;0.658;0.237;0;0;0;2;50;6;50;45;1267;12;13;8;33;20;0;23;92;3;14;14;12;11;5;13
Violet/Violet_020616.cha;eng;Providence;CHI;31;female;.;.;.;Target_Child;.;.;long;toyplay;TD;325;240;3.671;3.992;50;2.92;3.14;254;1201;0.211;49;58.92;0.689;1161;394;1659;0.7;0.237;0;0;0;0;50;7.08;50;48;1201;18;13;7;20;21;1;33;71;5;20;2;5;21;5;14
Violet/Violet_020627.cha;eng;Providence;CHI;31;female;.;.;.;Target_Child;.;.;long;toyplay;TD;178;130;3.492;4.192;50;3.18;3.8;143;685;0.209;39;32.85;0.77;621;225;877;0.708;0.256;0;0;0;0;50;7.24;50;42;685;27;6;5;7;8;0;18;63;0;0;0;4;19;22;10
Violet/Violet_020707.cha;eng;Providence;CHI;31;female;.;.;.;Target_Child;.;.;long;toyplay;TD;409;344;3.331;3.718;50;3.38;3.96;268;1390;0.193;46;57.72;0.589;1340;445;1790;0.749;0.249;0;0;0;0;50;7.8;50;43;1390;44;4;10;15;13;1;30;112;1;13;0;4;5;17;13
Violet/Violet_020724.cha;eng;Providence;CHI;32;female;.;.;.;Target_Child;.;.;long;toyplay;TD;181;125;3.064;3.304;50;2.8;3.06;132;604;0.219;49;37.44;0.641;575;318;1146;0.502;0.278;0;0;0;4;46;NA;50;38;604;4;9;6;11;9;0;15;31;0;2;1;3;11;1;12
Violet/Violet_020807.cha;eng;Providence;CHI;32;female;.;.;.;Target_Child;.;.;long;toyplay;TD;327;284;2.648;3.014;50;2.58;2.94;235;907;0.259;50;54.72;0.502;857;403;1181;0.725;0.341;0;0;0;0;50;7.98;50;44;907;8;9;3;37;9;4;12;46;5;6;5;3;17;4;14
Violet/Violet_020819.cha;eng;Providence;CHI;33;female;.;.;.;Target_Child;.;.;long;toyplay;TD;231;200;2.83;3.085;50;3.36;3.74;155;682;0.227;47;38.04;0.563;657;299;1040;0.632;0.287;0;0;0;0;50;7.26;50;49;682;10;1;8;11;7;0;11;44;2;6;6;1;5;4;13
Violet/Violet_020908.cha;eng;Providence;CHI;33;female;.;.;.;Target_Child;.;.;long;toyplay;TD;383;298;2.698;3.081;50;3.06;3.54;212;1244;0.17;44;43.99;0.611;1139;512;1523;0.748;0.336;0;0;0;2;50;6.82;50;37;1244;11;28;13;20;10;3;29;59;5;7;1;6;57;9;14
Violet/Violet_021002.cha;eng;Providence;CHI;34;female;.;.;.;Target_Child;.;.;long;toyplay;TD;380;289;3.27;3.626;50;3.38;3.96;222;1355;0.164;37;35.67;0.732;1306;486;1954;0.668;0.249;0;0;0;0;50;8.2;50;46;1355;62;13;13;17;14;0;19;66;4;6;0;5;13;15;12
Violet/Violet_021016.cha;eng;Providence;CHI;35;female;.;.;.;Target_Child;.;.;long;toyplay;TD;182;125;2.616;2.864;50;2.66;2.8;129;531;0.243;41;48.28;0.456;503;303;1050;0.479;0.288;0;0;0;13;24;NA;50;36;531;3;3;0;16;4;0;13;31;1;2;1;1;13;0;11
Violet/Violet_021028.cha;eng;Providence;CHI;35;female;.;.;.;Target_Child;.;.;long;toyplay;TD;321;255;3.02;3.204;50;3.02;3.24;185;952;0.194;50;35.66;0.405;928;368;1244;0.746;0.296;0;0;0;0;50;9.36;50;27;952;2;2;0;24;1;0;11;34;0;8;8;3;4;1;11
Violet/Violet_021126.cha;eng;Providence;CHI;36;female;.;.;.;Target_Child;.;.;long;toyplay;TD;182;119;2.891;3.193;50;2.74;2.8;148;643;0.23;42;36.54;0.456;615;290;1328;0.463;0.218;0;0;0;8;27;NA;50;40;643;11;5;26;3;3;0;12;38;3;6;2;2;17;7;13
Violet/Violet_030119.cha;eng;Providence;CHI;38;female;.;.;.;Target_Child;.;.;long;toyplay;TD;260;212;2.642;3.052;50;1.66;2.04;223;759;0.294;67;59.65;0.496;711;374;1160;0.613;0.323;0;0;0;6;50;7.2;50;34;759;24;6;5;13;3;2;26;51;1;2;4;10;23;4;14
Violet/Violet_030400.cha;eng;Providence;CHI;40;female;.;.;.;Target_Child;.;.;long;toyplay;TD;237;166;2.771;3.102;50;2.54;2.86;178;709;0.251;43;51.2;0.557;673;427;1688;0.399;0.253;0;0;0;0;50;7.66;50;42;709;6;10;4;18;6;0;13;36;0;1;2;4;13;1;12
Violet/Violet_030424.cha;eng;Providence;CHI;41;female;.;.;.;Target_Child;.;.;long;toyplay;TD;283;214;3.238;3.561;50;2.94;3.18;235;945;0.249;55;49.58;0.558;911;347;1023;0.89;0.339;0;0;0;0;50;7.68;50;43;945;14;2;13;12;6;1;25;94;0;12;4;3;10;4;13
Violet/Violet_030600.cha;eng;Providence;CHI;42;female;.;.;.;Target_Child;.;.;long;toyplay;TD;315;238;2.731;3.097;50;2.48;2.72;234;883;0.265;57;63.5;0.435;855;455;1585;0.54;0.287;0;0;0;0;50;7.6;50;34;883;27;2;1;22;21;6;29;52;2;9;7;8;13;9;14
Violet/Violet_030621.cha;eng;Providence;CHI;43;female;.;.;.;Target_Child;.;.;long;toyplay;TD;208;168;2.512;2.768;50;2.46;2.72;169;625;0.27;45;42.4;0.548;597;258;776;0.769;0.332;0;0;0;5;45;NA;50;47;625;9;4;0;14;7;1;13;37;1;3;4;4;10;2;13
Violet/Violet_030722.cha;eng;Providence;CHI;44;female;.;.;.;Target_Child;.;.;long;toyplay;TD;238;161;3.304;3.839;50;3.1;3.68;221;866;0.255;59;54.5;0.685;808;316;1133;0.713;0.279;0;0;0;0;50;8.4;50;45;866;15;3;2;20;16;2;14;59;3;4;0;5;26;9;13
Violet/Violet_030823.cha;eng;Providence;CHI;45;female;.;.;.;Target_Child;.;.;long;toyplay;TD;262;193;3.834;4.44;50;3.94;4.74;222;1103;0.201;40;48.81;0.802;1034;317;1083;0.955;0.293;0;0;0;0;50;9.06;50;47;1103;40;11;9;14;11;5;15;69;3;10;7;22;25;14;14
Violet/Violet_031018.cha;eng;Providence;CHI;47;female;.;.;.;Target_Child;.;.;long;toyplay;TD;200;162;3.944;4.611;50;4.08;4.78;188;877;0.214;42;53.81;0.86;809;278;1176;0.688;0.236;0;0;0;0;50;9.6;50;54;877;30;10;9;20;9;3;12;63;8;10;0;6;10;18;13
Violet/Violet_031124.cha;eng;Providence;CHI;48;female;.;.;.;Target_Child;.;.;long;toyplay;TD;149;88;3.909;4.739;50;4.08;5.22;159;653;0.243;59;38.01;0.933;602;254;1177;0.511;0.216;0;0;0;5;48;NA;50;42;653;20;2;1;7;10;0;11;22;2;5;1;5;14;21;13
William/William_010412.cha;eng;Providence;CHI;16;male;.;.;.;Target_Child;.;.;long;toyplay;TD;140;128;1.156;1.234;50;1.26;1.34;59;164;0.36;42;23.12;0.1;164;291;893;0.184;0.326;0;0;0;0;2;NA;50;8;164;0;0;0;2;0;0;0;7;0;0;0;0;0;0;2
William/William_010427.cha;eng;Providence;CHI;17;male;.;.;.;Target_Child;.;.;long;toyplay;TD;98;92;1.359;1.489;50;1.34;1.48;39;133;0.293;33;15.26;0.031;133;282;925;0.144;0.305;0;0;0;0;1;NA;42;NA;133;0;0;0;4;0;0;0;3;0;0;0;0;0;0;2
William/William_010605.cha;eng;Providence;CHI;18;male;.;.;.;Target_Child;.;.;long;toyplay;TD;214;175;1.189;1.269;50;1.32;1.4;63;253;0.249;43;13.55;0.065;252;411;1304;0.193;0.315;0;0;0;0;3;NA;50;7;253;1;0;0;6;0;0;1;4;0;0;0;0;0;1;5
William/William_010619.cha;eng;Providence;CHI;19;male;.;.;.;Target_Child;.;.;long;toyplay;TD;212;172;1.297;1.372;50;1.1;1.18;68;276;0.246;26;20.73;0.151;273;356;1169;0.233;0.304;0;0;0;0;6;NA;50;15;276;0;0;0;3;0;0;1;2;0;0;0;0;0;0;3
William/William_010708.cha;eng;Providence;CHI;19;male;.;.;.;Target_Child;.;.;long;toyplay;TD;378;352;1.185;1.233;50;1.18;1.24;73;450;0.162;32;11.63;0.101;450;606;1388;0.324;0.437;0;0;0;0;9;NA;50;8;450;2;0;0;9;1;0;1;13;0;0;0;0;0;0;5
William/William_010718.cha;eng;Providence;CHI;20;male;.;.;.;Target_Child;.;.;long;toyplay;TD;166;154;1.305;1.377;50;1.44;1.44;71;224;0.317;24;15.81;0.145;224;216;797;0.281;0.271;0;0;0;0;6;NA;50;15;224;0;0;0;8;2;0;0;4;0;0;0;0;0;0;3
William/William_010802.cha;eng;Providence;CHI;20;male;.;.;.;Target_Child;.;.;long;toyplay;TD;395;345;1.507;1.617;50;1.32;1.56;137;615;0.223;35;43.8;0.127;602;635;1473;0.409;0.431;0;0;0;0;22;NA;50;10;615;4;0;2;2;3;0;1;16;0;0;0;0;6;1;8
William/William_010814.cha;eng;Providence;CHI;20;male;.;.;.;Target_Child;.;.;long;toyplay;TD;353;305;1.649;1.734;50;1.68;1.78;163;568;0.287;47;49.32;0.187;565;514;1106;0.511;0.465;0;0;0;0;29;NA;50;17;568;2;0;0;10;1;0;3;50;0;3;0;2;1;1;9
William/William_010829.cha;eng;Providence;CHI;21;male;.;.;.;Target_Child;.;.;long;toyplay;TD;48;32;1.281;1.312;32;NA;NA;19;60;0.317;NA;5.09;0.167;60;113;305;0.197;0.371;0;0;0;0;0;NA;26;NA;60;0;0;0;5;0;0;0;2;0;0;0;0;0;0;2
William/William_010912.cha;eng;Providence;CHI;21;male;.;.;.;Target_Child;.;.;long;toyplay;TD;256;207;1.367;1.551;50;1.24;1.72;120;355;0.338;37;48.65;0.137;352;406;1097;0.321;0.37;0;0;0;0;16;NA;50;10;355;1;0;0;27;1;0;4;3;0;1;0;0;1;0;7
William/William_010927.cha;eng;Providence;CHI;22;male;.;.;.;Target_Child;.;.;long;toyplay;TD;239;208;1.5;1.582;50;1.44;1.5;121;364;0.332;39;46.94;0.121;353;433;1312;0.269;0.33;0;0;0;0;5;NA;50;12;364;0;0;1;8;0;0;0;12;0;0;0;0;0;0;3
William/William_011012.cha;eng;Providence;CHI;22;male;.;.;.;Target_Child;.;.;long;toyplay;TD;384;287;1.265;1.387;50;1.24;1.3;143;522;0.274;45;65.86;0.107;520;576;1342;0.387;0.429;0;0;0;0;13;NA;50;13;522;5;2;7;26;1;0;1;6;0;2;0;0;1;1;10
William/William_011100.cha;eng;Providence;CHI;23;male;.;.;.;Target_Child;.;.;long;toyplay;TD;183;149;1.523;1.591;50;1.52;1.62;95;279;0.341;43;44.63;0.169;279;269;750;0.372;0.358;0;0;0;0;8;NA;50;17;279;1;0;0;7;2;0;0;18;0;1;0;0;0;0;5
William/William_011115.cha;eng;Providence;CHI;24;male;.;.;.;Target_Child;.;.;long;toyplay;TD;286;231;1.468;1.563;50;1.34;1.44;94;430;0.219;41;28.89;0.161;423;400;1196;0.354;0.334;0;0;0;0;19;NA;50;19;430;0;0;6;5;1;0;6;15;0;5;0;0;5;0;7
William/William_020012.cha;eng;Providence;CHI;24;male;.;.;.;Target_Child;.;.;long;toyplay;TD;280;210;1.429;1.505;50;1.4;1.4;98;400;0.245;24;27.41;0.104;399;389;1001;0.399;0.389;0;0;0;0;14;NA;50;12;400;1;0;0;19;0;1;0;9;0;1;0;0;0;0;5
William/William_020028.cha;eng;Providence;CHI;25;male;.;.;.;Target_Child;.;.;long;toyplay;TD;314;245;1.673;1.796;50;1.36;1.46;108;521;0.207;36;29.68;0.261;512;437;1619;0.316;0.27;0;0;0;0;35;NA;50;15;521;0;0;0;17;0;0;1;10;1;2;0;3;9;0;7
William/William_020109.cha;eng;Providence;CHI;25;male;.;.;.;Target_Child;.;.;long;toyplay;TD;100;67;1.522;1.657;50;1.48;1.62;55;149;0.369;41;26.1;0.08;149;134;463;0.322;0.29;0;0;0;0;3;NA;50;15;149;0;0;2;3;0;1;0;6;0;2;0;1;0;0;6
William/William_020127.cha;eng;Providence;CHI;26;male;.;.;.;Target_Child;.;.;long;toyplay;TD;454;377;1.801;1.966;50;1.6;1.7;124;853;0.145;40;28.21;0.302;806;599;1856;0.434;0.323;0;0;0;0;50;4.34;50;13;853;6;2;0;3;6;4;3;38;0;4;0;0;44;1;10
William/William_020209.cha;eng;Providence;CHI;26;male;.;.;.;Target_Child;.;.;long;toyplay;TD;317;250;1.832;2.024;50;1.98;2.32;112;601;0.186;35;33.89;0.41;564;479;1494;0.378;0.321;0;0;0;0;47;NA;50;28;601;1;0;1;3;5;1;10;21;0;2;0;0;23;0;9
William/William_020221.cha;eng;Providence;CHI;27;male;.;.;.;Target_Child;.;.;long;toyplay;TD;203;156;1.474;1.583;50;1.26;1.34;88;316;0.278;41;32.33;0.197;303;458;1204;0.252;0.38;0;0;0;0;17;NA;50;20;316;0;0;2;3;2;0;4;10;1;4;0;0;10;0;8
William/William_020307.cha;eng;Providence;CHI;27;male;.;.;.;Target_Child;.;.;long;toyplay;TD;458;396;1.977;2.295;50;1.98;2.32;164;994;0.165;35;36.64;0.476;901;547;1093;0.825;0.501;0;0;0;0;50;6.14;50;29;994;11;3;23;19;20;1;1;27;4;0;0;0;9;13;11
William/William_020319.cha;eng;Providence;CHI;28;male;.;.;.;Target_Child;.;.;long;toyplay;TD;320;261;2.18;2.563;50;2.24;2.66;157;740;0.212;34;36.02;0.381;669;404;885;0.756;0.456;0;0;0;0;50;5.84;50;26;740;15;3;9;4;2;1;6;51;2;1;0;0;48;12;12
William/William_020403.cha;eng;Providence;CHI;28;male;.;.;.;Target_Child;.;.;long;toyplay;TD;488;418;2.486;3.053;50;2.24;2.54;213;1360;0.157;33;37.7;0.648;1193;561;1149;1.039;0.488;0;0;0;0;50;6.14;50;31;1360;25;5;16;18;8;4;8;99;10;2;0;0;74;16;12
William/William_020416.cha;eng;Providence;CHI;29;male;.;.;.;Target_Child;.;.;long;toyplay;TD;376;338;2.899;3.328;50;2.82;3.38;166;1204;0.138;35;33.98;0.819;1084;430;1151;0.942;0.373;0;0;0;0;50;5.04;50;33;1204;9;6;14;8;8;0;0;61;1;1;0;0;16;7;10
William/William_020500.cha;eng;Providence;CHI;29;male;.;.;.;Target_Child;.;.;long;toyplay;TD;725;556;2.239;2.624;50;1.96;2.18;164;1816;0.09;36;28.73;0.669;1625;848;1449;1.122;0.585;0;0;0;0;50;5.9;50;30;1816;33;17;18;15;29;7;44;66;2;1;0;4;14;23;13
William/William_020516.cha;eng;Providence;CHI;30;male;.;.;.;Target_Child;.;.;long;toyplay;TD;386;328;2.192;2.61;50;2.56;3.22;217;901;0.241;43;53.56;0.399;833;477;960;0.868;0.497;0;0;0;2;50;5.04;50;30;901;15;3;1;37;1;0;17;66;1;1;1;2;42;8;13
William/William_020529.cha;eng;Providence;CHI;30;male;.;.;.;Target_Child;.;.;long;toyplay;TD;156;102;2.294;2.588;50;2.32;2.6;108;353;0.306;47;29.32;0.468;327;278;972;0.337;0.286;0;0;0;0;36;NA;50;32;353;6;1;1;7;3;1;2;17;0;0;0;0;10;5;10
William/William_020612.cha;eng;Providence;CHI;30;male;.;.;.;Target_Child;.;.;long;toyplay;TD;367;270;2.144;2.415;50;2.18;2.72;172;803;0.214;45;48.22;0.376;749;504;1566;0.478;0.322;0;0;0;5;50;4.92;50;37;803;12;5;3;11;4;0;6;60;0;1;0;0;41;6;10
William/William_020626.cha;eng;Providence;CHI;31;male;.;.;.;Target_Child;.;.;long;toyplay;TD;253;151;2.503;2.868;50;2.72;3.2;146;653;0.224;39;41.79;0.458;616;413;1441;0.427;0.287;0;0;0;0;50;4.62;50;22;653;16;7;5;7;5;1;6;56;5;0;0;2;19;12;12
William/William_020708.cha;eng;Providence;CHI;31;male;.;.;.;Target_Child;.;.;long;toyplay;TD;333;284;2.782;3.285;50;3.18;3.92;201;1001;0.201;52;37.47;0.694;919;426;1480;0.621;0.288;0;0;0;0;50;6.58;50;44;1001;37;13;4;11;11;0;10;42;12;7;2;3;24;29;13
William/William_020726.cha;eng;Providence;CHI;32;male;.;.;.;Target_Child;.;.;long;toyplay;TD;380;259;2.239;2.622;50;2.42;2.82;169;908;0.186;32;39.99;0.461;843;589;1815;0.465;0.325;0;0;0;14;50;5.2;50;32;908;13;7;9;7;6;0;10;37;3;1;0;0;47;9;11
William/William_020808.cha;eng;Providence;CHI;32;male;.;.;.;Target_Child;.;.;long;toyplay;TD;384;298;3.017;3.57;50;3.7;4.1;198;1272;0.156;32;25.41;0.622;1142;481;2064;0.553;0.233;0;0;0;0;50;5.2;50;34;1272;19;11;14;22;9;6;52;38;1;10;0;2;81;18;13
William/William_020822.cha;eng;Providence;CHI;33;male;.;.;.;Target_Child;.;.;long;toyplay;TD;297;261;2.912;3.318;50;2.74;3.4;170;940;0.181;35;38.83;0.576;862;371;989;0.871;0.375;0;0;0;12;50;7;50;36;940;30;3;7;2;16;0;9;39;0;3;0;4;16;16;11
William/William_020905.cha;eng;Providence;CHI;33;male;.;.;.;Target_Child;.;.;long;toyplay;TD;589;543;2.442;2.867;50;1.66;1.9;294;1603;0.183;46;43.69;0.587;1452;697;1899;0.764;0.367;0;0;0;4;50;6.76;50;28;1603;38;14;10;19;18;1;27;73;4;13;4;10;77;25;14
William/William_021100.cha;eng;Providence;CHI;35;male;.;.;.;Target_Child;.;.;long;toyplay;TD;299;278;2.155;2.353;50;2.2;2.36;170;681;0.25;40;48.16;0.314;650;373;1024;0.635;0.364;0;0;0;9;50;5.9;50;41;681;5;0;5;8;5;0;6;39;1;4;0;1;25;2;11
William/William_021114.cha;eng;Providence;CHI;35;male;.;.;.;Target_Child;.;.;long;toyplay;TD;385;338;3.044;3.624;50;2.96;3.34;211;1274;0.166;51;32.46;0.743;1187;478;1540;0.771;0.31;0;0;0;21;50;6.36;50;39;1274;25;7;3;27;4;11;17;55;5;4;2;2;36;11;14
William/William_030011.cha;eng;Providence;CHI;36;male;.;.;.;Target_Child;.;.;long;toyplay;TD;462;395;3.099;3.554;50;3.38;3.8;272;1510;0.18;43;65.36;0.602;1412;572;2409;0.586;0.237;0;0;0;0;50;6.56;50;42;1510;20;5;12;25;15;11;29;71;2;11;5;9;52;14;14
William/William_030028.cha;eng;Providence;CHI;37;male;.;.;.;Target_Child;.;.;long;toyplay;TD;541;487;2.708;3.103;50;3.46;4.34;245;1657;0.148;52;45.43;0.525;1544;596;2194;0.704;0.272;4;0;0;0;50;6.4;50;37;1657;32;5;8;50;20;1;23;33;2;5;0;4;37;20;13
William/William_030115.cha;eng;Providence;CHI;38;male;.;.;.;Target_Child;.;.;long;toyplay;TD;728;651;3.109;3.47;50;3.94;4.48;323;2401;0.135;51;51.02;0.727;2290;859;2037;1.124;0.422;0;0;0;46;50;7.66;50;52;2401;32;27;34;17;70;2;71;132;1;11;2;9;74;17;14
William/William_030125.cha;eng;Providence;CHI;38;male;.;.;.;Target_Child;.;.;long;toyplay;TD;524;484;2.486;2.762;50;2.26;2.38;247;1379;0.179;50;61.01;0.513;1328;661;2004;0.663;0.33;0;0;1;10;50;5.66;50;32;1379;20;7;11;34;11;4;20;60;4;2;3;14;11;9;14
William/William_030221.cha;eng;Providence;CHI;39;male;.;.;.;Target_Child;.;.;long;toyplay;TD;725;665;2.83;3.078;50;2.82;3.1;327;2150;0.152;38;48.48;0.567;2092;846;1934;1.081;0.437;0;0;0;49;50;6.3;50;28;2150;18;13;20;23;15;1;54;127;1;7;1;13;39;10;14
William/William_030305.cha;eng;Providence;CHI;39;male;.;.;.;Target_Child;.;.;long;toyplay;TD;533;491;3.475;3.721;50;3.38;3.7;243;1922;0.126;45;32.25;0.64;1836;610;2164;0.848;0.282;0;0;0;1;50;6.26;50;42;1922;24;6;21;3;25;2;22;72;3;5;1;10;16;25;14
William/William_030325.cha;eng;Providence;CHI;40;male;.;.;.;Target_Child;.;.;long;toyplay;TD;429;396;3.071;3.336;50;3.12;3.54;234;1357;0.172;34;60.97;0.592;1308;461;1705;0.767;0.27;2;0;0;0;50;5.94;50;42;1357;19;13;8;7;21;5;32;46;4;6;0;10;18;7;13
William/William_030418.cha;eng;Providence;CHI;41;male;.;.;.;Target_Child;.;.;long;toyplay;TD;762;683;2.918;3.379;50;3.62;4;328;2347;0.14;53;48.71;0.575;2220;805;2039;1.089;0.395;2;0;0;0;50;7;50;42;2347;47;19;24;53;45;1;62;153;13;13;5;15;69;19;14
